Wall time,Step,Value
1745666228.9899166,5,14.235218048095703
1745666247.8178768,15,11.064359664916992
1745666253.4819396,18,10.420947074890137
1745666264.836178,24,8.802245140075684
1745666422.094031,2,20.23371696472168
1745666429.5982394,6,14.107114791870117
1745666433.3535764,8,13.011404991149902
1745666437.1184294,10,12.495960235595703
1745666439.227093,11,12.103947639465332
1745666442.9964797,13,11.528691291809082
1745666454.3178174,19,10.059629440307617
1745666456.2062805,20,9.844419479370117
1745666458.097048,21,9.624361991882324
1745666459.986631,22,9.369207382202148
1745666477.008147,31,7.231283664703369
1745666488.3829315,37,5.382739067077637
1745666490.2755563,38,4.878805637359619
1745666492.1715963,39,4.57349967956543
1745666494.0703397,40,4.383382320404053
1745666503.5654135,45,2.994690418243408
1745666518.7808824,53,2.459869384765625
1745666532.1000137,60,2.151160955429077
1745666547.3149993,68,1.9534196853637695
1745666553.033387,71,1.8843270540237427
1745666554.9366703,72,1.7988786697387695
1745666568.2917373,79,1.8133676052093506
1745666577.831153,84,1.6186996698379517
1745666593.0970821,92,1.596773624420166
1745666598.8202834,95,1.6637024879455566
1745666600.7398374,96,1.7963204383850098
1745666617.9501293,105,1.53737211227417
1745666621.7764592,107,1.532719612121582
1745666623.6859243,108,1.479862928390503
1745666638.9500604,116,1.44739830493927
1745666648.498638,121,1.504051923751831
1745666652.3160043,123,1.3388614654541016
1745666654.2266743,124,1.4476529359817505
1745666661.8555198,128,1.5292021036148071
1745666671.3860977,133,1.4692951440811157
1745666673.295273,134,1.3841372728347778
1745666679.0186667,137,1.3890162706375122
1745666690.7094524,143,1.3430471420288086
1745666692.6158621,144,1.3419674634933472
1745666702.1690454,149,1.4129656553268433
1745666705.993678,151,1.3970915079116821
1745666707.9005058,152,1.3101801872253418
1745666715.5334334,156,1.325708031654358
1745666717.4407911,157,1.2816880941390991
1745666730.793147,164,1.3225057125091553
1745666746.0560317,172,1.4168132543563843
1745666747.9607112,173,1.2068781852722168
1745666749.8641572,174,1.2016404867172241
1745666757.4973018,178,1.4105660915374756
1745666778.4694018,189,1.2594441175460815
1745666789.9117658,195,1.3122228384017944
1745666795.6269927,198,1.2446554899215698
1745666799.439959,200,1.2920104265213013
1745666805.157383,203,1.244646668434143
1745666828.0287075,215,1.1025079488754272
1745666839.457339,221,1.1830863952636719
1745666848.9914622,226,1.255143642425537
1745666850.900518,227,1.176401138305664
1745666854.709431,229,1.2222093343734741
1745666862.335199,233,1.2012258768081665
1745666869.9662218,237,1.1958518028259277
1745666873.7748954,239,1.2016431093215942
1745666883.3133392,244,1.3615673780441284
1745666910.193371,258,1.154585599899292
1745666919.7327356,263,1.1670335531234741
1745666921.6400576,264,1.2066919803619385
1745666929.274733,268,1.1289620399475098
1745666931.1845746,269,1.2266418933868408
1745666938.8207479,273,1.1210936307907104
1745666940.7283726,274,1.1507564783096313
1745666944.5487444,276,1.146263837814331
1745666950.2760117,279,1.1393499374389648
1745666959.814841,284,1.166364073753357
1745666961.7203958,285,1.0680313110351562
1745666973.1785326,291,1.097753643989563
1745666975.0936975,292,1.0978556871414185
1745666977.0026522,293,1.1724534034729004
1745666982.7310057,296,1.1159402132034302
1745666999.903364,305,1.167701244354248
1745667015.1804183,313,1.1038730144500732
1745667045.6890419,329,1.0457403659820557
1745667053.3208644,333,0.9984405636787415
1745667064.766966,339,1.0849382877349854
1745667072.3987453,343,1.1831778287887573
1745667076.2164574,345,1.0345593690872192
1745667089.5868337,352,1.0594942569732666
1745667099.128012,357,1.075096845626831
1745667101.0334005,358,0.971872866153717
1745667131.615905,374,1.1252796649932861
1745667144.9843478,381,1.0754015445709229
1745667156.4499815,387,1.1293128728866577
1745667158.3585408,388,1.1203358173370361
1745667162.2031872,390,1.061768889427185
1745667173.6629543,396,1.0535097122192383
1745667190.8565826,405,1.0912399291992188
1745667194.6801128,407,1.015464425086975
1745667196.5898275,408,1.048033595085144
1745667202.3222203,411,1.0593501329421997
1745667213.8040977,417,1.0755785703659058
1745667230.9859347,426,1.0553059577941895
1745667236.7169492,429,1.096655011177063
1745667238.6228333,430,0.9348734021186829
1745667256.111184,439,1.0135499238967896
1745667258.0187573,440,1.0712510347366333
1745667284.76015,454,0.9484570622444153
1745667286.6705954,455,1.0614466667175293
1745667290.491223,457,1.0509536266326904
1745667294.3039155,459,1.0616930723190308
1745667321.0462775,473,0.9924547672271729
1745667330.6001577,478,1.0296273231506348
1745667334.4231112,480,1.071733832359314
1745667340.150809,483,1.0165985822677612
1745667355.4591663,491,1.0624077320098877
1745667366.9191568,497,1.017699956893921
1745667370.7724779,499,1.018322467803955
1745667376.5087733,502,1.021499752998352
1745667387.95855,508,0.9223141074180603
1745667397.501946,513,1.0883541107177734
1745667399.411708,514,0.983900785446167
1745667416.5944877,523,0.9899095296859741
1745667420.4178295,525,1.0283271074295044
1745667428.0592344,529,1.1635679006576538
1745667429.9704952,530,1.0941779613494873
1745667439.5273976,535,0.9933862686157227
1745667447.1816466,539,1.042439579963684
1745667449.0868342,540,0.895788848400116
1745667458.6414237,545,1.0357509851455688
